"customer_id","first_name","last_name","email","phone","registration_date","customer_type","credit_score"
805,"User805","Test805","user805@example.com","555-01080","2020-07-23","Business",792
806,"User806","Test806","user806@example.com","555-01080","2020-05-29","Business",670
807,"User807","Test807","user807@example.com","555-01080","2020-01-01","Premium",644
808,"User808","Test808","user808@example.com","555-01080","2022-01-09","Individual",511
809,"User809","Test809","user809@example.com","555-01080","2021-08-04","Business",534
810,"User810","Test810","user810@example.com","555-01081","2022-03-18","Premium",532
811,"User811","Test811","user811@example.com","555-01081","2022-05-18","Individual",839
812,"User812","Test812","user812@example.com","555-01081","2022-04-30","Business",808
813,"User813","Test813","user813@example.com","555-01081","2022-11-12","Individual",784
814,"User814","Test814","user814@example.com","555-01081","2020-05-20","Individual",726
815,"User815","Test815","user815@example.com","555-01081","2020-02-06","Business",835
816,"User816","Test816","user816@example.com","555-01081","2020-03-13","Individual",832
817,"User817","Test817","user817@example.com","555-01081","2020-10-28","Premium",850
818,"User818","Test818","user818@example.com","555-01081","2021-06-29","Business",626
819,"User819","Test819","user819@example.com","555-01081","2022-04-28","Business",512
820,"User820","Test820","user820@example.com","555-01082","2021-04-03","Business",694
821,"User821","Test821","user821@example.com","555-01082","2021-10-21","Business",722
822,"User822","Test822","user822@example.com","555-01082","2020-08-10","Individual",607
823,"User823","Test823","user823@example.com","555-01082","2020-04-18","Individual",703
824,"User824","Test824","user824@example.com","555-01082","2020-11-26","Premium",794
825,"User825","Test825","user825@example.com","555-01082","2021-08-17","Business",741
826,"User826","Test826","user826@example.com","555-01082","2020-06-13","Premium",646
827,"User827","Test827","user827@example.com","555-01082","2021-08-07","Business",735
828,"User828","Test828","user828@example.com","555-01082","2020-10-07","Premium",612
829,"User829","Test829","user829@example.com","555-01082","2021-05-31","Business",724
830,"User830","Test830","user830@example.com","555-01083","2022-12-28","Premium",820
831,"User831","Test831","user831@example.com","555-01083","2021-12-31","Premium",756
832,"User832","Test832","user832@example.com","555-01083","2021-09-08","Business",674
833,"User833","Test833","user833@example.com","555-01083","2020-11-05","Business",513
834,"User834","Test834","user834@example.com","555-01083","2020-09-18","Business",742
835,"User835","Test835","user835@example.com","555-01083","2021-12-24","Business",569
836,"User836","Test836","user836@example.com","555-01083","2021-07-28","Premium",666
837,"User837","Test837","user837@example.com","555-01083","2020-10-08","Business",523
838,"User838","Test838","user838@example.com","555-01083","2021-05-23","Business",528
839,"User839","Test839","user839@example.com","555-01083","2021-08-21","Individual",516
840,"User840","Test840","user840@example.com","555-01084","2021-11-06","Premium",692
841,"User841","Test841","user841@example.com","555-01084","2021-11-03","Individual",697
842,"User842","Test842","user842@example.com","555-01084","2021-04-06","Business",660
843,"User843","Test843","user843@example.com","555-01084","2021-05-27","Business",685
844,"User844","Test844","user844@example.com","555-01084","2021-02-12","Individual",653
845,"User845","Test845","user845@example.com","555-01084","2020-09-22","Individual",622
846,"User846","Test846","user846@example.com","555-01084","2022-09-28","Business",785
847,"User847","Test847","user847@example.com","555-01084","2022-01-22","Premium",542
848,"User848","Test848","user848@example.com","555-01084","2021-07-08","Individual",631
849,"User849","Test849","user849@example.com","555-01084","2021-05-10","Business",723
850,"User850","Test850","user850@example.com","555-01085","2020-06-14","Business",574
851,"User851","Test851","user851@example.com","555-01085","2020-04-21","Premium",681
852,"User852","Test852","user852@example.com","555-01085","2022-10-25","Premium",843
853,"User853","Test853","user853@example.com","555-01085","2021-01-15","Premium",575
854,"User854","Test854","user854@example.com","555-01085","2021-01-13","Premium",538
855,"User855","Test855","user855@example.com","555-01085","2020-06-16","Business",710
856,"User856","Test856","user856@example.com","555-01085","2021-12-14","Premium",513
857,"User857","Test857","user857@example.com","555-01085","2020-06-17","Individual",695
858,"User858","Test858","user858@example.com","555-01085","2020-08-20","Business",660
859,"User859","Test859","user859@example.com","555-01085","2020-06-15","Individual",575
860,"User860","Test860","user860@example.com","555-01086","2022-09-01","Premium",613
861,"User861","Test861","user861@example.com","555-01086","2021-03-23","Business",505
862,"User862","Test862","user862@example.com","555-01086","2021-04-03","Premium",507
863,"User863","Test863","user863@example.com","555-01086","2020-09-10","Business",566
864,"User864","Test864","user864@example.com","555-01086","2021-11-13","Individual",627
865,"User865","Test865","user865@example.com","555-01086","2022-04-28","Individual",719
866,"User866","Test866","user866@example.com","555-01086","2020-07-18","Individual",599
867,"User867","Test867","user867@example.com","555-01086","2022-01-13","Business",609
868,"User868","Test868","user868@example.com","555-01086","2021-10-31","Individual",512
869,"User869","Test869","user869@example.com","555-01086","2020-05-24","Premium",693
870,"User870","Test870","user870@example.com","555-01087","2020-01-11","Individual",589
871,"User871","Test871","user871@example.com","555-01087","2020-10-07","Premium",758
872,"User872","Test872","user872@example.com","555-01087","2021-02-02","Premium",612
873,"User873","Test873","user873@example.com","555-01087","2021-03-23","Individual",787
874,"User874","Test874","user874@example.com","555-01087","2021-11-13","Premium",593
875,"User875","Test875","user875@example.com","555-01087","2022-06-01","Business",736
876,"User876","Test876","user876@example.com","555-01087","2021-01-22","Premium",722
877,"User877","Test877","user877@example.com","555-01087","2021-10-03","Business",637
878,"User878","Test878","user878@example.com","555-01087","2022-09-13","Business",700
879,"User879","Test879","user879@example.com","555-01087","2022-11-06","Premium",734
880,"User880","Test880","user880@example.com","555-01088","2021-06-24","Individual",547
881,"User881","Test881","user881@example.com","555-01088","2020-12-06","Business",515
882,"User882","Test882","user882@example.com","555-01088","2020-01-30","Individual",561
883,"User883","Test883","user883@example.com","555-01088","2022-07-07","Premium",732
884,"User884","Test884","user884@example.com","555-01088","2022-02-03","Individual",512
885,"User885","Test885","user885@example.com","555-01088","2021-10-14","Premium",775
886,"User886","Test886","user886@example.com","555-01088","2021-11-23","Business",655
887,"User887","Test887","user887@example.com","555-01088","2022-02-11","Individual",737
888,"User888","Test888","user888@example.com","555-01088","2022-09-10","Individual",565
889,"User889","Test889","user889@example.com","555-01088","2020-11-19","Individual",810
890,"User890","Test890","user890@example.com","555-01089","2022-06-30","Premium",738
891,"User891","Test891","user891@example.com","555-01089","2021-12-18","Premium",838
892,"User892","Test892","user892@example.com","555-01089","2020-11-16","Premium",597
893,"User893","Test893","user893@example.com","555-01089","2020-04-01","Premium",722
894,"User894","Test894","user894@example.com","555-01089","2020-08-24","Individual",680
895,"User895","Test895","user895@example.com","555-01089","2022-02-15","Premium",651
896,"User896","Test896","user896@example.com","555-01089","2021-03-04","Premium",605
897,"User897","Test897","user897@example.com","555-01089","2021-03-13","Individual",827
898,"User898","Test898","user898@example.com","555-01089","2021-05-26","Individual",820
899,"User899","Test899","user899@example.com","555-01089","2021-03-09","Individual",552
900,"User900","Test900","user900@example.com","555-01090","2021-07-16","Individual",748
901,"User901","Test901","user901@example.com","555-01090","2020-03-06","Premium",654
902,"User902","Test902","user902@example.com","555-01090","2021-11-18","Premium",500
903,"User903","Test903","user903@example.com","555-01090","2021-12-17","Business",571
904,"User904","Test904","user904@example.com","555-01090","2022-02-11","Premium",598
905,"User905","Test905","user905@example.com","555-01090","2022-07-16","Individual",651
906,"User906","Test906","user906@example.com","555-01090","2020-11-01","Premium",571
907,"User907","Test907","user907@example.com","555-01090","2021-10-21","Business",673
908,"User908","Test908","user908@example.com","555-01090","2022-02-08","Business",709
909,"User909","Test909","user909@example.com","555-01090","2021-12-01","Business",631
910,"User910","Test910","user910@example.com","555-01091","2022-04-28","Business",706
911,"User911","Test911","user911@example.com","555-01091","2022-07-08","Premium",640
912,"User912","Test912","user912@example.com","555-01091","2021-07-18","Individual",640
913,"User913","Test913","user913@example.com","555-01091","2020-02-19","Business",531
914,"User914","Test914","user914@example.com","555-01091","2020-09-07","Business",569
915,"User915","Test915","user915@example.com","555-01091","2020-12-04","Business",590
916,"User916","Test916","user916@example.com","555-01091","2021-06-10","Premium",634
917,"User917","Test917","user917@example.com","555-01091","2022-02-03","Premium",650
918,"User918","Test918","user918@example.com","555-01091","2022-10-10","Individual",545
919,"User919","Test919","user919@example.com","555-01091","2022-03-15","Business",521
920,"User920","Test920","user920@example.com","555-01092","2020-01-04","Individual",820
921,"User921","Test921","user921@example.com","555-01092","2022-07-05","Business",709
922,"User922","Test922","user922@example.com","555-01092","2022-03-09","Business",838
923,"User923","Test923","user923@example.com","555-01092","2022-05-10","Individual",568
924,"User924","Test924","user924@example.com","555-01092","2022-08-23","Individual",545
925,"User925","Test925","user925@example.com","555-01092","2022-12-10","Business",795
926,"User926","Test926","user926@example.com","555-01092","2021-11-30","Business",593
927,"User927","Test927","user927@example.com","555-01092","2020-04-27","Business",564
928,"User928","Test928","user928@example.com","555-01092","2020-05-07","Business",533
929,"User929","Test929","user929@example.com","555-01092","2020-02-18","Business",795
930,"User930","Test930","user930@example.com","555-01093","2022-09-30","Business",682
931,"User931","Test931","user931@example.com","555-01093","2022-08-10","Individual",659
932,"User932","Test932","user932@example.com","555-01093","2022-10-26","Business",701
933,"User933","Test933","user933@example.com","555-01093","2020-12-01","Individual",658
934,"User934","Test934","user934@example.com","555-01093","2022-09-25","Premium",759
935,"User935","Test935","user935@example.com","555-01093","2021-04-02","Individual",579
936,"User936","Test936","user936@example.com","555-01093","2020-03-11","Premium",799
937,"User937","Test937","user937@example.com","555-01093","2021-01-04","Premium",677
938,"User938","Test938","user938@example.com","555-01093","2020-01-25","Individual",526
939,"User939","Test939","user939@example.com","555-01093","2022-08-22","Premium",629
940,"User940","Test940","user940@example.com","555-01094","2021-04-23","Business",599
941,"User941","Test941","user941@example.com","555-01094","2022-04-18","Premium",733
942,"User942","Test942","user942@example.com","555-01094","2020-04-26","Premium",796
943,"User943","Test943","user943@example.com","555-01094","2021-05-02","Premium",517
944,"User944","Test944","user944@example.com","555-01094","2020-10-22","Premium",507
945,"User945","Test945","user945@example.com","555-01094","2021-07-05","Premium",609
946,"User946","Test946","user946@example.com","555-01094","2021-02-06","Premium",666
947,"User947","Test947","user947@example.com","555-01094","2021-03-26","Individual",801
948,"User948","Test948","user948@example.com","555-01094","2021-08-27","Individual",503
949,"User949","Test949","user949@example.com","555-01094","2020-05-13","Premium",777
950,"User950","Test950","user950@example.com","555-01095","2022-02-13","Business",665
951,"User951","Test951","user951@example.com","555-01095","2021-08-22","Premium",688
952,"User952","Test952","user952@example.com","555-01095","2021-01-02","Business",629
953,"User953","Test953","user953@example.com","555-01095","2021-11-23","Business",835
954,"User954","Test954","user954@example.com","555-01095","2022-06-09","Individual",828
955,"User955","Test955","user955@example.com","555-01095","2021-02-15","Business",775
956,"User956","Test956","user956@example.com","555-01095","2022-09-22","Individual",768
957,"User957","Test957","user957@example.com","555-01095","2020-02-13","Individual",503
958,"User958","Test958","user958@example.com","555-01095","2020-10-30","Business",808
959,"User959","Test959","user959@example.com","555-01095","2022-03-18","Individual",604
960,"User960","Test960","user960@example.com","555-01096","2021-08-21","Individual",712
961,"User961","Test961","user961@example.com","555-01096","2020-08-09","Business",516
962,"User962","Test962","user962@example.com","555-01096","2020-10-30","Premium",543
963,"User963","Test963","user963@example.com","555-01096","2022-11-07","Business",687
964,"User964","Test964","user964@example.com","555-01096","2021-09-15","Business",816
965,"User965","Test965","user965@example.com","555-01096","2022-12-08","Individual",754
966,"User966","Test966","user966@example.com","555-01096","2021-06-29","Individual",534
967,"User967","Test967","user967@example.com","555-01096","2020-09-18","Individual",569
968,"User968","Test968","user968@example.com","555-01096","2021-04-26","Individual",830
969,"User969","Test969","user969@example.com","555-01096","2020-07-20","Business",510
970,"User970","Test970","user970@example.com","555-01097","2021-01-11","Business",812
971,"User971","Test971","user971@example.com","555-01097","2020-07-01","Premium",704
972,"User972","Test972","user972@example.com","555-01097","2020-10-17","Premium",796
973,"User973","Test973","user973@example.com","555-01097","2022-01-01","Business",673
974,"User974","Test974","user974@example.com","555-01097","2020-12-02","Individual",503
975,"User975","Test975","user975@example.com","555-01097","2021-04-06","Premium",727
976,"User976","Test976","user976@example.com","555-01097","2021-05-11","Individual",653
977,"User977","Test977","user977@example.com","555-01097","2021-09-23","Individual",689
978,"User978","Test978","user978@example.com","555-01097","2022-04-18","Individual",522
979,"User979","Test979","user979@example.com","555-01097","2020-04-28","Premium",507
980,"User980","Test980","user980@example.com","555-01098","2020-11-21","Premium",569
981,"User981","Test981","user981@example.com","555-01098","2021-04-01","Premium",722
982,"User982","Test982","user982@example.com","555-01098","2020-08-16","Individual",800
983,"User983","Test983","user983@example.com","555-01098","2021-01-17","Premium",784
984,"User984","Test984","user984@example.com","555-01098","2022-05-25","Business",554
985,"User985","Test985","user985@example.com","555-01098","2022-07-07","Business",676
986,"User986","Test986","user986@example.com","555-01098","2022-09-04","Individual",693
987,"User987","Test987","user987@example.com","555-01098","2021-08-03","Individual",755
988,"User988","Test988","user988@example.com","555-01098","2022-09-17","Business",775
989,"User989","Test989","user989@example.com","555-01098","2020-03-16","Individual",643
990,"User990","Test990","user990@example.com","555-01099","2022-06-10","Business",822
991,"User991","Test991","user991@example.com","555-01099","2021-07-12","Business",592
992,"User992","Test992","user992@example.com","555-01099","2022-02-26","Individual",814
993,"User993","Test993","user993@example.com","555-01099","2020-01-01","Business",849
994,"User994","Test994","user994@example.com","555-01099","2022-02-28","Individual",607
995,"User995","Test995","user995@example.com","555-01099","2020-06-23","Premium",717
996,"User996","Test996","user996@example.com","555-01099","2020-08-17","Individual",528
997,"User997","Test997","user997@example.com","555-01099","2020-09-28","Individual",648
998,"User998","Test998","user998@example.com","555-01099","2020-02-22","Individual",650
999,"User999","Test999","user999@example.com","555-01099","2021-12-26","Individual",655
1000,"User1000","Test1000","user1000@example.com","555-01010","2020-09-14","Business",636
